model_output,ground_truth,top_20_tokens,top_20_probs,match
Round<|im_end|>,circle,"['Round', 'None', 'Circle', 'round', 'C', 'circle', 'Square', 'none', 'Circular', 'S', 'Smooth', 'Ir', 'Cube', 'No', 'circ', 'D', 's', 'rectangle', 'Disk', 'oval']","tensor([0.2443, 0.2156, 0.1308, 0.1084, 0.0580, 0.0375, 0.0311, 0.0242, 0.0188,
        0.0156, 0.0122, 0.0069, 0.0048, 0.0045, 0.0042, 0.0037, 0.0033, 0.0021,
        0.0020, 0.0020])",False
hexagon<|im_end|>,square,"['hex', 'oct', 'square', 'rectangle', 'Hex', 'Square', 'circle', 'polygon', 'pent', 'p', 'triangle', 'diamond', 'c', 'Oct', 'P', 'brick', 'oval', 'Rectangle', 'ov', 'h']","tensor([8.4384e-01, 4.2012e-02, 4.2012e-02, 1.9845e-02, 1.5455e-02, 5.0177e-03,
        5.0177e-03, 2.8590e-03, 2.6858e-03, 2.3702e-03, 1.6290e-03, 1.3505e-03,
        1.1196e-03, 1.0518e-03, 8.7194e-04, 8.1911e-04, 7.6948e-04, 7.2286e-04,
        4.9682e-04, 4.6671e-04])",False
Square<|im_end|>,square,"['Square', 'Round', 'Rectangle', 'oval', 'square', 'rectangle', 'round', 'Rect', 'rect', 'Circle', 'None', 'Circular', 'circle', 'Ir', 'C', 'O', 'No', 'c', 'ob', 'R']","tensor([0.5352, 0.1054, 0.0639, 0.0564, 0.0498, 0.0388, 0.0388, 0.0342, 0.0183,
        0.0087, 0.0067, 0.0067, 0.0059, 0.0041, 0.0038, 0.0036, 0.0018, 0.0013,
        0.0010, 0.0010])",False
Square<|im_end|>,square,"['Square', 'Rectangle', 'Rect', 'rectangle', 'square', 'rect', 'S', 'C', 'oval', 'Squared', 'Qu', 'T', 'L', '(rect', ' Square', '_square', 'O', 'Sink', 'Triangle', 'Ir']","tensor([6.0000e-01, 2.5012e-01, 8.1202e-02, 4.3464e-02, 1.2453e-02, 8.5586e-03,
        4.2611e-04, 3.7604e-04, 2.2808e-04, 2.0128e-04, 1.6687e-04, 1.4726e-04,
        1.0121e-04, 7.8822e-05, 7.8822e-05, 7.8822e-05, 7.4046e-05, 6.9560e-05,
        6.5346e-05, 5.0891e-05])",False
Heart<|im_end|>,heart,"['Heart', 'heart', 'he', 'He', 'Arch', ' Heart', 'H', 'Ar', 'oval', 'HE', 'Moon', 'Circle', 'arch', 'circle', 'C', 'Round', ' heart', 'arc', 'Bow', 'G']","tensor([7.5780e-01, 2.1711e-01, 1.0809e-02, 4.5061e-03, 1.0703e-03, 9.4452e-04,
        8.8729e-04, 8.8729e-04, 8.8729e-04, 4.7493e-04, 2.8806e-04, 2.7061e-04,
        2.5421e-04, 2.2434e-04, 1.7472e-04, 1.7472e-04, 1.4485e-04, 1.3607e-04,
        9.9552e-05, 8.7854e-05])",False
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'rectangle', 'Rect', 'S', 'rect', ' Square', 'Squared', '_square', 's', 'squ', 'sq', ' square', 'Sq', 'quare', 'oval', '(square', 'Cube', 'C']","tensor([9.3534e-01, 5.9794e-02, 1.8056e-03, 8.5292e-04, 8.5292e-04, 5.8620e-04,
        2.7690e-04, 1.3080e-04, 1.0187e-04, 4.2464e-05, 4.2464e-05, 3.7475e-05,
        1.0737e-05, 1.0737e-05, 7.3792e-06, 6.9321e-06, 6.5121e-06, 6.1176e-06,
        5.7469e-06, 5.0716e-06])",False
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'Rect', 'S', 'rectangle', 'rect', 'Squared', ' Square', '_square', 'squ', 's', ' square', 'Sq', 'sq', 'T', 'C', 'quare', '(square', 'Cube']","tensor([9.7442e-01, 2.2916e-02, 1.1409e-03, 6.1070e-04, 2.8847e-04, 2.5458e-04,
        9.3653e-05, 8.2649e-05, 7.2937e-05, 3.0405e-05, 1.4362e-05, 7.6875e-06,
        5.9871e-06, 4.3802e-06, 4.1148e-06, 3.4113e-06, 3.0105e-06, 2.6567e-06,
        2.6567e-06, 2.4958e-06])",False
Square<|im_end|>,square,"['Square', 'Rect', 'Rectangle', 'rectangle', 'Box', 'rect', 'square', 'C', 'Cube', 'S', 'T', 'RECT', 'box', '矩', 'CRT', 'Squared', 'Flat', 'O', 'R', 'Long']","tensor([4.3152e-01, 3.3607e-01, 1.4009e-01, 4.5482e-02, 1.4766e-02, 1.1500e-02,
        8.9559e-03, 2.4105e-03, 1.0696e-03, 9.4395e-04, 8.3303e-04, 6.0946e-04,
        4.4589e-04, 3.9350e-04, 3.6966e-04, 2.7045e-04, 2.7045e-04, 2.7045e-04,
        2.7045e-04, 1.3599e-04])",False
Round<|im_end|>,circle,"['Round', 'Sphere', 'Circular', 'Circle', 'round', 'S', 'C', 'Ball', 'G', 'O', 'sphere', 'D', ' Globe', 'B', 'oval', '(round', 'F', 'circle', 'L', '圆形']","tensor([4.8037e-01, 4.2392e-01, 5.7372e-02, 8.7983e-03, 8.7983e-03, 3.6677e-03,
        2.8564e-03, 2.2245e-03, 1.7325e-03, 1.0508e-03, 8.7115e-04, 8.7115e-04,
        6.7845e-04, 3.6315e-04, 3.0106e-04, 2.8282e-04, 2.6568e-04, 2.6568e-04,
        2.4959e-04, 2.0692e-04])",False
Circle<|im_end|>,circle,"['Circle', 'circle', 'C', 'Circular', 'Round', 'Rain', 'round', 'S', 'Ring', 'ring', 'O', 'c', 'Sw', 'circ', 'R', 'oval', 'rain', 'wheel', 'D', ' Spiral']","tensor([0.2885, 0.2247, 0.1061, 0.0568, 0.0568, 0.0304, 0.0209, 0.0163, 0.0135,
        0.0119, 0.0087, 0.0072, 0.0068, 0.0064, 0.0056, 0.0056, 0.0050, 0.0047,
        0.0041, 0.0039])",False
Round<|im_end|>,circle,"['Round', 'Square', 'Circular', 'Circle', 'round', 'C', 'O', 'oval', 'Heart', 'Rectangle', 'circle', 'R', 'Plate', 'square', 'Rect', 'Hex', 'S', 'Pl', 'Squared', ' Round']","tensor([6.5215e-01, 2.1172e-01, 4.7242e-02, 2.8654e-02, 1.9693e-02, 9.3025e-03,
        3.8779e-03, 3.8779e-03, 3.8779e-03, 3.4222e-03, 3.0201e-03, 1.8318e-03,
        1.5186e-03, 1.1110e-03, 8.1284e-04, 7.1733e-04, 5.5866e-04, 3.3884e-04,
        2.8091e-04, 2.8091e-04])",False
Square<|im_end|>,square,"['Square', 'oval', 'square', 'Round', 'Rect', 'round', 'C', 'rect', 'Rectangle', 'O', 'rectangle', 'Bow', 'c', 'Circular', 'ob', 'S', 'Squared', 'Cube', 'B', 'Circle']","tensor([0.5241, 0.1928, 0.0552, 0.0487, 0.0487, 0.0203, 0.0179, 0.0179, 0.0140,
        0.0123, 0.0096, 0.0051, 0.0051, 0.0040, 0.0021, 0.0017, 0.0016, 0.0015,
        0.0012, 0.0010])",False
Bird.<|im_end|>,circle,"['Bird', 'bird', 'Circle', 'B', 'L', 'E', 'W', 'Sw', 'O', 'circle', 'Round', 'e', 'G', 'b', 'round', 'oval', 'Pel', 'Circular', 'F', 'C']","tensor([0.5162, 0.1305, 0.0792, 0.0544, 0.0257, 0.0241, 0.0200, 0.0166, 0.0166,
        0.0156, 0.0095, 0.0074, 0.0051, 0.0039, 0.0039, 0.0037, 0.0033, 0.0029,
        0.0024, 0.0024])",False
Heart<|im_end|>,heart,"['Heart', 'heart', 'He', 'HE', ' Heart', 'Love', 'Round', 'he', 'H', ' heart', 'P', 'Square', '心', 'C', 'heartbeat', 'Heat', 'Circle', 'Triangle', 'Circular', 'Light']","tensor([9.9256e-01, 6.6878e-03, 4.2754e-04, 1.0810e-04, 7.4295e-05, 3.2968e-05,
        8.8732e-06, 8.8732e-06, 8.8732e-06, 6.9105e-06, 6.4918e-06, 4.7495e-06,
        4.4617e-06, 4.4617e-06, 3.2643e-06, 2.7062e-06, 2.3882e-06, 2.2435e-06,
        1.7472e-06, 1.3608e-06])",False
Triangle<|im_end|>,triangle,"['Triangle', 'T', 'triangle', 'arrow', 'Tri', 'Point', 'Arrow', 'tri', 'Tr', 'Hour', 'P', 'W', 'D', 'F', 'Te', 'V', 'Diamond', 'C', 'tr', 'Knife']","tensor([0.5264, 0.0915, 0.0555, 0.0262, 0.0246, 0.0246, 0.0180, 0.0159, 0.0140,
        0.0096, 0.0096, 0.0071, 0.0066, 0.0066, 0.0062, 0.0058, 0.0052, 0.0052,
        0.0046, 0.0043])",False
Round<|im_end|>,circle,"['Round', 'Circular', 'Square', 'Circle', 'round', 'C', 'circle', 'oval', 'Rectangle', '圆形', 'O', 'ROUND', 'square', 'S', 'Plate', 'D', 'R', ' Round', '(round', '圆']","tensor([8.0656e-01, 8.5011e-02, 4.5503e-02, 4.5503e-02, 6.9781e-03, 4.7960e-03,
        1.9993e-03, 5.7280e-04, 3.0660e-04, 2.3878e-04, 2.3878e-04, 2.1072e-04,
        1.6411e-04, 1.4483e-04, 1.1279e-04, 9.9538e-05, 9.9538e-05, 8.7842e-05,
        8.7842e-05, 8.2520e-05])",False
Square<|im_end|>,square,"['Square', 'rectangle', 'square', 'rect', 'Rectangle', 'Rect', 'Heart', 'heart', 'cube', 'T', 'tier', 'star', 'Round', 'Cube', 'Tier', 'Squared', 'round', 'Hex', 'triangle', 'oval']","tensor([0.5470, 0.1221, 0.1221, 0.0509, 0.0396, 0.0350, 0.0129, 0.0078, 0.0054,
        0.0042, 0.0037, 0.0029, 0.0029, 0.0027, 0.0025, 0.0022, 0.0021, 0.0020,
        0.0020, 0.0019])",False
Star<|im_end|>,star,"['Star', 'star', 'Stars', ' Star', 'Circle', '_star', 'STAR', 'Five', 'P', 'pent', 'circle', 'Six', '-Star', ' star', '.star', 'stars', 'Hex', 'Square', 'Snow', 'S']","tensor([9.2354e-01, 7.5809e-02, 1.8791e-04, 1.0058e-04, 6.1006e-05, 3.7002e-05,
        3.4760e-05, 3.0676e-05, 1.9806e-05, 1.7479e-05, 9.9590e-06, 9.3556e-06,
        8.2563e-06, 7.2861e-06, 7.2861e-06, 6.4300e-06, 4.7043e-06, 4.1515e-06,
        3.0373e-06, 3.0373e-06])",False
round<|im_end|>,circle,"['round', 'Round', 'circle', 'Circular', 'Circle', 'c', 'C', '圓', 'circ', '圆形', 'Cake', 'oval', 'ircular', '(round', '圆', ' Round', ' round', ' Circle', 'rounded', ' rund']","tensor([5.5763e-01, 2.6341e-01, 8.5515e-02, 5.1868e-02, 1.6839e-02, 1.3114e-02,
        5.4668e-03, 1.0765e-03, 5.7620e-04, 5.7620e-04, 3.2831e-04, 3.2831e-04,
        2.8973e-04, 2.5569e-04, 2.5569e-04, 1.7573e-04, 1.3686e-04, 1.3686e-04,
        1.2857e-04, 1.2078e-04])",False
rectangle<|im_end|>,square,"['rectangle', 'rect', 'square', 'Rectangle', 'quad', 'qu', 'Rect', 'straight', 'cur', 'oval', 'sl', 'Square', 'c', 'triangle', 'ell', 's', 'line', 'tr', ' rectangle', 't']","tensor([7.1019e-01, 2.0347e-01, 2.1446e-02, 1.1479e-02, 8.9400e-03, 4.7852e-03,
        3.5010e-03, 2.9024e-03, 2.7265e-03, 2.7265e-03, 1.7604e-03, 1.3710e-03,
        1.2099e-03, 1.1366e-03, 9.4227e-04, 9.4227e-04, 8.8518e-04, 7.8117e-04,
        6.8938e-04, 6.4761e-04])",False
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'Rect', 'S', 'rectangle', 'Squared', ' Square', 'rect', '_square', 'squ', 'Cube', 'C', ' square', 's', 'Sq', 'Round', 'Qu', '(square', '.square']","tensor([9.8908e-01, 8.5572e-03, 1.0220e-03, 5.4705e-04, 3.7598e-04, 1.0772e-04,
        8.3892e-05, 8.3892e-05, 3.9628e-05, 2.1211e-05, 8.8422e-06, 6.0771e-06,
        4.7329e-06, 4.7329e-06, 3.9237e-06, 3.9237e-06, 3.4626e-06, 2.6967e-06,
        2.3798e-06, 2.3798e-06])",False
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'Rect', 'rectangle', 'Round', 'rect', 'oval', 'S', ' Square', 'Squared', '_square', 'O', 'round', 'Triangle', 'Plate', 'White', 'C', 'Ob', 'Cube']","tensor([9.3778e-01, 3.2089e-02, 1.5158e-02, 6.3187e-03, 2.9847e-03, 1.4099e-03,
        1.4099e-03, 8.5514e-04, 5.8773e-04, 3.1459e-04, 9.5945e-05, 9.0132e-05,
        7.0195e-05, 7.0195e-05, 6.5942e-05, 4.5321e-05, 4.2575e-05, 3.1149e-05,
        3.1149e-05, 3.1149e-05])",False
star<|im_end|>,star,"['Star', 'star', 'STAR', ' Star', 'Stars', '_star', 'st', 'start', 'stars', '-Star', 'Five', '.star', 'pent', 'St', 'stell', 'Triangle', ' star', 'triangle', 'five', 'Start']","tensor([4.9967e-01, 4.9967e-01, 1.8994e-04, 7.9178e-05, 6.1664e-05, 3.9813e-05,
        2.4148e-05, 1.8806e-05, 1.5591e-05, 1.3759e-05, 1.3759e-05, 1.0066e-05,
        9.4565e-06, 8.3453e-06, 8.3453e-06, 8.3453e-06, 7.3647e-06, 5.0617e-06,
        3.9421e-06, 3.4788e-06])",False
Rectangle<|im_end|>,square,"['Rectangle', 'Rect', 'Square', 'rectangle', 'rect', 'Tr', 'O', 'square', 'oval', 'tr', 'Tra', 'T', 'Ir', 'Long', 'Ob', 'S', 'Tri', '(rect', '_rectangle', 'Triangle']","tensor([4.9575e-01, 3.0069e-01, 1.2535e-01, 4.0694e-02, 2.1782e-02, 9.0801e-03,
        1.2289e-03, 1.0845e-03, 6.5776e-04, 3.5207e-04, 3.1070e-04, 2.4198e-04,
        2.2731e-04, 2.1354e-04, 1.5623e-04, 1.4677e-04, 1.2952e-04, 1.2167e-04,
        1.2167e-04, 1.0738e-04])",False
triangle<|im_end|>,triangle,"['triangle', 'Triangle', 'circle', 'Cross', 'di', 'Di', 'rectangle', 'Circle', 'cross', 'hex', 'Diamond', 'slash', 'tr', 'half', 'diamond', 'arrow', 'equ', 'Rectangle', 'tri', 'Tri']","tensor([6.8655e-01, 2.8620e-01, 3.1794e-03, 2.8058e-03, 2.4761e-03, 2.0527e-03,
        1.7018e-03, 1.1696e-03, 9.1090e-04, 7.0941e-04, 6.2605e-04, 5.5249e-04,
        5.5249e-04, 4.0421e-04, 3.3510e-04, 3.1480e-04, 3.1480e-04, 2.9573e-04,
        2.3031e-04, 2.0325e-04])",False
Round<|im_end|>,circle,"['Round', 'Circular', 'S', 'C', 'O', 'Sphere', 'Circle', 'oval', 'round', 'Conv', 'Ell', 'Cur', 'R', 'Ellipse', 'D', 'E', 'ell', 'Ball', 'ircular', 'G']","tensor([0.5012, 0.2368, 0.0599, 0.0466, 0.0363, 0.0283, 0.0172, 0.0134, 0.0104,
        0.0081, 0.0071, 0.0046, 0.0032, 0.0026, 0.0018, 0.0016, 0.0015, 0.0013,
        0.0012, 0.0011])",False
Triangle<|im_end|>,triangle,"['Triangle', 'triangle', 'Tri', 'tri', 'Tr', 'Square', 'slice', 'Hex', 'tr', 'Slice', 'Triangles', '_triangle', 'rectangle', 'S', '三角', 'T', 'Pizza', 'Rectangle', 'Rect', 'Pie']","tensor([6.5017e-01, 3.0712e-01, 2.8567e-02, 9.2742e-03, 6.7182e-04, 4.6174e-04,
        4.6174e-04, 3.5960e-04, 2.8006e-04, 2.1811e-04, 1.9248e-04, 1.4082e-04,
        1.4082e-04, 9.0921e-05, 8.5413e-05, 8.0238e-05, 7.5376e-05, 6.6519e-05,
        6.6519e-05, 5.8703e-05])",False
Triangle<|im_end|>,triangle,"['Triangle', 'triangle', 'Tri', 'tri', 'Tr', 'Triangles', 'tr', 'Delta', '_triangle', 'Equ', ' Triangle', 'Square', 'Ir', ' triangle', 'Is', 'Point', 'Tra', 'T', '三角', 'L']","tensor([8.9282e-01, 8.3045e-02, 1.8530e-02, 2.2131e-03, 1.0454e-03, 4.3578e-04,
        3.3939e-04, 1.2485e-04, 1.0351e-04, 9.7236e-05, 6.6829e-05, 5.8977e-05,
        5.5403e-05, 4.5931e-05, 4.0534e-05, 3.8078e-05, 3.5771e-05, 3.5771e-05,
        3.5771e-05, 2.9655e-05])",False
Triangle<|im_end|>,triangle,"['Triangle', 'triangle', 'Diamond', 'Tri', 'tri', 'Oct', 'oct', 'hex', 'Delta', 'diamond', 'D', 'Hex', '_triangle', 'T', 'Tra', 'tr', ' triangle', 'arrow', 'Triangles', 'C']","tensor([7.7080e-01, 2.2084e-01, 2.7799e-03, 1.3132e-03, 1.0227e-03, 3.3202e-04,
        2.9300e-04, 2.9300e-04, 2.5858e-04, 2.2819e-04, 1.2214e-04, 1.2214e-04,
        1.1474e-04, 1.0126e-04, 9.5124e-05, 7.4083e-05, 6.1417e-05, 6.1417e-05,
        5.4200e-05, 4.4934e-05])",False
Square<|im_end|>,square,"['Square', 'Rect', 'Cube', 'Rectangle', 'Flat', 'C', 'Box', 'square', 'rect', 'Triangle', 'rectangle', 'Squared', 'S', 'Point', 'Tri', 'cube', 'T', 'Straight', 'Angular', 'R']","tensor([0.5985, 0.1513, 0.0631, 0.0631, 0.0338, 0.0160, 0.0141, 0.0097, 0.0059,
        0.0055, 0.0046, 0.0031, 0.0031, 0.0031, 0.0022, 0.0019, 0.0012, 0.0011,
        0.0009, 0.0008])",False
Triangle<|im_end|>,triangle,"['Triangle', 'triangle', 'Star', 'Diamond', 'Py', 'Delta', 'star', 'py', 'Tri', 'T', 'P', 'diamond', '_triangle', 'D', 'Triangles', 'Equ', 'tri', 'Arrow', 'Tr', 'Square']","tensor([8.9724e-01, 8.3457e-02, 4.1551e-03, 3.6668e-03, 1.8438e-03, 1.0506e-03,
        8.7095e-04, 5.9859e-04, 4.3794e-04, 4.3794e-04, 3.4107e-04, 3.4107e-04,
        2.8276e-04, 2.3441e-04, 2.0687e-04, 1.9433e-04, 1.8256e-04, 1.8256e-04,
        1.3356e-04, 1.1073e-04])",False
rectangle<|im_end|>,square,"['rectangle', 'square', 'rect', 'Rectangle', 'Square', 'triangle', 'Rect', 's', 'c', 'C', 'oval', 'tri', 'Triangle', 'tr', 'S', 'box', 'squ', 'L', 'cube', 'circle']","tensor([6.1084e-01, 2.8854e-01, 3.9050e-02, 1.2678e-02, 1.2678e-02, 7.6893e-03,
        5.9885e-03, 5.2848e-03, 3.0112e-03, 9.7759e-04, 6.7189e-04, 5.5701e-04,
        5.5701e-04, 5.2327e-04, 4.9156e-04, 4.6178e-04, 4.3380e-04, 4.0752e-04,
        3.1738e-04, 3.1738e-04])",False
Smile<|im_end|>,triangle,"['Sm', 'Triangle', 'Heart', 'U', 'Round', 'Square', 'sm', 'O', 'Circle', 'Te', 'Tri', 'triangle', 'Black', 'Hour', 'D', 'Ellipse', 'oval', 'Rectangle', 'Diamond', 'T']","tensor([0.4353, 0.2640, 0.0668, 0.0520, 0.0431, 0.0180, 0.0090, 0.0085, 0.0048,
        0.0045, 0.0038, 0.0031, 0.0031, 0.0029, 0.0024, 0.0024, 0.0024, 0.0021,
        0.0021, 0.0020])",False
square<|im_end|>,square,"['square', 'Square', 'rectangle', 'Rectangle', 's', 'S', 'Rect', 'rect', 'squ', ' Square', '_square', 'sq', 'Squared', ' square', 'Sq', '(square', 'Cube', 'quare', '.square', 'cube']","tensor([5.5518e-01, 4.3238e-01, 4.8033e-03, 2.0023e-03, 1.5594e-03, 1.3762e-03,
        7.3661e-04, 5.7367e-04, 4.4678e-04, 2.7098e-04, 1.8624e-04, 7.2934e-05,
        6.8515e-05, 6.4364e-05, 3.4452e-05, 3.2364e-05, 2.3678e-05, 2.2244e-05,
        1.5288e-05, 1.2674e-05])",False
Square<|im_end|>,square,"['Square', 'Rectangle', 'square', 'Rect', 'rectangle', 'rect', 'S', ' Square', 'Squared', '_square', 'oval', 'Round', 'squ', 'O', 'Triangle', ' square', 'C', 's', 'White', 'T']","tensor([9.2010e-01, 4.0426e-02, 1.9096e-02, 1.3124e-02, 4.2609e-03, 2.0127e-03,
        2.7239e-04, 2.1214e-04, 8.8432e-05, 3.6864e-05, 2.8710e-05, 1.6358e-05,
        1.5367e-05, 1.5367e-05, 1.4436e-05, 1.3561e-05, 1.2740e-05, 1.0562e-05,
        9.3207e-06, 7.7271e-06])",False
triangle<|im_end|>,square,"['triangle', 'py', 'Triangle', 'square', 'Square', 'Point', 'Py', 'point', 'C', 'd', 'hex', 'D', 'diamond', 'oct', 'Diamond', 'c', 'Tri', 'Hex', 'rectangle', 'con']","tensor([0.1365, 0.1204, 0.0938, 0.0938, 0.0938, 0.0569, 0.0502, 0.0443, 0.0197,
        0.0197, 0.0197, 0.0163, 0.0153, 0.0127, 0.0119, 0.0099, 0.0099, 0.0087,
        0.0077, 0.0068])",False
curly<|im_end|>,square,"['cur', 'fil', 'str', 'string', 'wis', 'line', 'cir', 'f', 'F', 'fl', 'S', 'wh', 'stream', 'strand', 'fe', 'straight', 'Fe', 'sc', 'linear', 'Str']","tensor([0.1726, 0.1263, 0.0596, 0.0410, 0.0282, 0.0249, 0.0234, 0.0194, 0.0194,
        0.0161, 0.0133, 0.0133, 0.0133, 0.0125, 0.0125, 0.0125, 0.0125, 0.0125,
        0.0117, 0.0117])",False
Square<|im_end|>,triangle,"['Square', 'Point', 'Py', 'Tri', 'Triangle', 'py', 'G', 'triangle', 'C', 'T', 'Rect', 'square', 'tri', 'point', 'Hex', 'S', 'Arch', 'Oct', 'Flat', 'rect']","tensor([0.2702, 0.1639, 0.1126, 0.0683, 0.0603, 0.0366, 0.0251, 0.0196, 0.0162,
        0.0162, 0.0152, 0.0143, 0.0135, 0.0112, 0.0112, 0.0056, 0.0056, 0.0049,
        0.0046, 0.0046])",False
Triangle<|im_end|>,square,"['Triangle', 'triangle', 'Square', 'rectangle', 'square', 'Rectangle', 'oval', 'Heart', 'Round', 'heart', 'tri', 'round', 'Rect', 'S', 'Ir', 'rect', 'Tri', 's', 'He', 'Cube']","tensor([0.1788, 0.1578, 0.1578, 0.0845, 0.0746, 0.0658, 0.0399, 0.0375, 0.0292,
        0.0201, 0.0156, 0.0147, 0.0130, 0.0130, 0.0122, 0.0114, 0.0101, 0.0057,
        0.0031, 0.0026])",False
circle<|im_end|>,circle,"['circle', 'Circle', 'circ', 'cir', 'C', 'c', 'ring', 'O', 'round', 'oval', 'ircle', 'Circular', 'Round', ' Circle', '-circle', '_circle', 'd', ' circle', '.circle', 'Y']","tensor([8.7811e-01, 1.0488e-01, 6.7045e-03, 1.3202e-03, 1.3202e-03, 1.3202e-03,
        7.0665e-04, 7.0665e-04, 6.2361e-04, 6.2361e-04, 6.2361e-04, 4.5625e-04,
        2.7673e-04, 2.0246e-04, 1.9019e-04, 1.5767e-04, 1.0837e-04, 1.0180e-04,
        8.9840e-05, 8.4397e-05])",False
Square<|im_end|>,square,"['Square', 'square', 'Rectangle', 'rect', 'rectangle', 'C', 'Rect', 'triangle', 'Round', 'c', 'Triangle', 'round', 'T', 'Circular', 'tri', 'U', 'hex', 'Hex', 'Diamond', 'S']","tensor([0.2889, 0.1063, 0.1063, 0.0938, 0.0730, 0.0645, 0.0502, 0.0304, 0.0163,
        0.0153, 0.0105, 0.0093, 0.0072, 0.0068, 0.0068, 0.0053, 0.0050, 0.0044,
        0.0044, 0.0039])",False
Star.<|im_end|>,star,"['Star', 'star', 'Stars', 'P', 'Hex', 'Six', 'Oct', 'pent', ' Star', 'STAR', 'St', 'st', 'Five', '_star', 'stell', 'Snow', 'stars', 'Triangle', 'oct', 'Point']","tensor([8.8852e-01, 1.0612e-01, 1.3358e-03, 6.3100e-04, 4.9143e-04, 3.8272e-04,
        3.3775e-04, 1.6983e-04, 1.6983e-04, 1.4988e-04, 1.1672e-04, 7.0797e-05,
        7.0797e-05, 7.0797e-05, 5.8692e-05, 5.1796e-05, 5.1796e-05, 4.8658e-05,
        4.2940e-05, 4.2940e-05])",False
cat<|im_end|>,square,"['cat', 'Cat', 'triangle', 'Triangle', 'C', 'Black', 'black', 'circle', 'Sil', 'rectangle', 'sil', 'Square', 'Circle', 'S', 'T', 's', 'B', ' Cat', 'square', 'c']","tensor([5.4963e-01, 2.9419e-01, 1.0823e-01, 1.6597e-02, 3.4790e-03, 2.1101e-03,
        1.0610e-03, 8.7962e-04, 8.2633e-04, 7.7626e-04, 7.2923e-04, 7.2923e-04,
        7.2923e-04, 6.0455e-04, 5.3352e-04, 5.3352e-04, 5.0119e-04, 4.7083e-04,
        4.7083e-04, 3.9033e-04])",False
Circle<|im_end|>,circle,"['Circle', 'Circular', 'circle', 'Round', 'round', 'C', 'c', ' Circle', '圆形', '圓', 'ircle', 'oval', 'ircular', ' Circular', '圆', 'circ', ' circle', ' Round', ' circular', ' круг']","tensor([3.3076e-01, 2.5760e-01, 2.2733e-01, 1.2168e-01, 5.0724e-02, 3.2427e-03,
        2.2287e-03, 9.2905e-04, 6.3852e-04, 5.6350e-04, 4.9728e-04, 4.9728e-04,
        4.3885e-04, 4.3885e-04, 4.3885e-04, 3.8728e-04, 1.8294e-04, 1.6144e-04,
        1.6144e-04, 1.2573e-04])",False
oval<|im_end|>,square,"['oval', 'square', 'O', 'Square', 'rect', 'round', 'U', 'ov', 'rectangle', 'c', 'hex', 'Rect', 'Rectangle', 'ob', 'Round', 'ell', 'C', 'ellipse', 'oct', 'squ']","tensor([0.3279, 0.1549, 0.0939, 0.0570, 0.0392, 0.0325, 0.0253, 0.0238, 0.0210,
        0.0210, 0.0185, 0.0135, 0.0127, 0.0105, 0.0099, 0.0077, 0.0077, 0.0072,
        0.0060, 0.0056])",False
bone<|im_end|>,circle,"['bone', 'Bone', 'triangle', 'Triangle', 'square', 'star', 'circle', 'heart', 'Square', 'Circle', 'rectangle', 'round', 'none', 'Rectangle', 'Star', 'None', 'Heart', 'O', 'B', 'b']","tensor([0.4771, 0.1367, 0.0646, 0.0392, 0.0368, 0.0287, 0.0253, 0.0223, 0.0153,
        0.0127, 0.0105, 0.0093, 0.0087, 0.0064, 0.0064, 0.0060, 0.0050, 0.0047,
        0.0036, 0.0034])",False
Round<|im_end|>,circle,"['Round', 'Circular', 'Circle', 'round', 'C', 'O', 'circle', 'oval', 'c', '圆形', 'Square', 'R', '圓', '(round', 'ROUND', '圆', ' Round', 'ircular', 'Oct', ' Circular']","tensor([6.7120e-01, 1.6971e-01, 8.0163e-02, 2.9490e-02, 2.2967e-02, 8.4491e-03,
        7.4563e-03, 3.5221e-03, 1.4682e-03, 1.2957e-03, 4.2066e-04, 4.2066e-04,
        2.8911e-04, 2.3968e-04, 1.9870e-04, 1.5475e-04, 1.5475e-04, 1.3657e-04,
        1.2052e-04, 1.0636e-04])",False
Square<|im_end|>,square,"['Square', 'square', 'None', 'Rectangle', 'Round', 'rectangle', 'round', 'C', 'none', 'Rect', 'rect', 'S', 'Cube', 'Circular', 'c', 'Circle', 'circle', 'No', 'Squared', 'O']","tensor([0.5428, 0.0943, 0.0735, 0.0505, 0.0446, 0.0393, 0.0164, 0.0164, 0.0120,
        0.0099, 0.0099, 0.0088, 0.0077, 0.0068, 0.0057, 0.0050, 0.0041, 0.0039,
        0.0037, 0.0022])",False
Triangle.<|im_end|>,triangle,"['Triangle', 'triangle', 'Warning', 'Delta', 'warning', 'Yellow', '_triangle', 'riangle', 'tri', 'D', 'Tri', ' triangle', ' тре', 'Arrow', 'Diamond', 'Δ', 'Triangles', 'arrow', 'yellow', 'Y']","tensor([7.9367e-01, 2.0067e-01, 1.0530e-03, 9.2929e-04, 8.2010e-04, 3.8739e-04,
        3.8739e-04, 2.5012e-04, 1.5170e-04, 1.4251e-04, 1.3388e-04, 1.1099e-04,
        1.0426e-04, 7.6281e-05, 7.1659e-05, 7.1659e-05, 5.9408e-05, 5.2427e-05,
        4.9251e-05, 4.3464e-05])",False
